date,month,year,category,supersector,employment
11/30/2011,Nov,2011,Goods-Producing,Mining and Logging,2.2
11/30/2011,Nov,2011,Government,State Government,65.4
11/30/2011,Nov,2011,Government,Local Government,168.8
11/30/2011,Nov,2011,Government,Federal Government,17.7
11/30/2011,Nov,2011,Service-Providing,Professional and Business Services,127.9
11/30/2011,Nov,2011,Service-Providing,Transportation and Utilities,61.8
11/30/2011,Nov,2011,Service-Providing,Education and Health Services,219.3
11/30/2011,Nov,2011,Service-Providing,Information,27.7
11/30/2011,Nov,2011,Service-Providing,Retail Trade,175.1
11/30/2011,Nov,2011,Service-Providing,Financial Activities,100.8
11/30/2011,Nov,2011,Service-Providing,Other Services,57
11/30/2011,Nov,2011,Service-Providing,Leisure and Hospitality,132.7
11/30/2011,Nov,2011,Service-Providing,Wholesale Trade,68.2
12/31/2011,Dec,2011,Goods-Producing,Mining and Logging,2.3
12/31/2011,Dec,2011,Goods-Producing,Manufacturing,207.4
12/31/2011,Dec,2011,Goods-Producing,Construction,63.8
12/31/2011,Dec,2011,Government,Local Government,169.5
12/31/2011,Dec,2011,Government,State Government,65.2
12/31/2011,Dec,2011,Government,Federal Government,17.7
12/31/2011,Dec,2011,Service-Providing,Wholesale Trade,68.3
12/31/2011,Dec,2011,Service-Providing,Financial Activities,100.7
12/31/2011,Dec,2011,Service-Providing,Other Services,57.1
12/31/2011,Dec,2011,Service-Providing,Professional and Business Services,127.5
12/31/2011,Dec,2011,Service-Providing,Retail Trade,175.1
12/31/2011,Dec,2011,Service-Providing,Information,27.5
12/31/2011,Dec,2011,Service-Providing,Education and Health Services,219.6
12/31/2011,Dec,2011,Service-Providing,Transportation and Utilities,61.8
12/31/2011,Dec,2011,Service-Providing,Leisure and Hospitality,133
1/31/2012,Jan,2012,Goods-Producing,Mining and Logging,2.3
1/31/2012,Jan,2012,Goods-Producing,Construction,64.2
1/31/2012,Jan,2012,Goods-Producing,Manufacturing,207.7
1/31/2012,Jan,2012,Government,Federal Government,17.7
1/31/2012,Jan,2012,Government,Local Government,169.9
1/31/2012,Jan,2012,Government,State Government,66.2
1/31/2012,Jan,2012,Service-Providing,Wholesale Trade,68.1
1/31/2012,Jan,2012,Service-Providing,Professional and Business Services,128.2
1/31/2012,Jan,2012,Service-Providing,Education and Health Services,219.6
1/31/2012,Jan,2012,Service-Providing,Information,27.4
1/31/2012,Jan,2012,Service-Providing,Leisure and Hospitality,133
1/31/2012,Jan,2012,Service-Providing,Transportation and Utilities,62.1
1/31/2012,Jan,2012,Service-Providing,Financial Activities,100.7
1/31/2012,Jan,2012,Service-Providing,Other Services,57.5
1/31/2012,Jan,2012,Service-Providing,Retail Trade,175.5
2/28/2012,Feb,2012,Goods-Producing,Construction,64.3
2/28/2012,Feb,2012,Goods-Producing,Mining and Logging,2.3
2/28/2012,Feb,2012,Goods-Producing,Manufacturing,208.4
2/28/2012,Feb,2012,Government,Local Government,170.1
2/28/2012,Feb,2012,Government,State Government,65.8
2/28/2012,Feb,2012,Government,Federal Government,17.6
2/28/2012,Feb,2012,Service-Providing,Education and Health Services,220.4
2/28/2012,Feb,2012,Service-Providing,Wholesale Trade,68.4
2/28/2012,Feb,2012,Service-Providing,Financial Activities,100.8
2/28/2012,Feb,2012,Service-Providing,Other Services,57.4
2/28/2012,Feb,2012,Service-Providing,Leisure and Hospitality,133.3
2/28/2012,Feb,2012,Service-Providing,Information,27.3
2/28/2012,Feb,2012,Service-Providing,Professional and Business Services,129
2/28/2012,Feb,2012,Service-Providing,Transportation and Utilities,62.3
2/28/2012,Feb,2012,Service-Providing,Retail Trade,175.3
3/31/2012,Mar,2012,Goods-Producing,Mining and Logging,2.4
3/31/2012,Mar,2012,Goods-Producing,Manufacturing,209.2
3/31/2012,Mar,2012,Goods-Producing,Construction,65.3
3/31/2012,Mar,2012,Government,Federal Government,17.6
3/31/2012,Mar,2012,Government,Local Government,170.1
3/31/2012,Mar,2012,Government,State Government,65.6
3/31/2012,Mar,2012,Service-Providing,Financial Activities,101
3/31/2012,Mar,2012,Service-Providing,Professional and Business Services,130
3/31/2012,Mar,2012,Service-Providing,Information,27.4
3/31/2012,Mar,2012,Service-Providing,Transportation and Utilities,62.3
3/31/2012,Mar,2012,Service-Providing,Retail Trade,174.6
3/31/2012,Mar,2012,Service-Providing,Education and Health Services,220.8
3/31/2012,Mar,2012,Service-Providing,Other Services,57.5
3/31/2012,Mar,2012,Service-Providing,Leisure and Hospitality,134.2
3/31/2012,Mar,2012,Service-Providing,Wholesale Trade,69.1
4/30/2012,Apr,2012,Goods-Producing,Manufacturing,209.9
4/30/2012,Apr,2012,Goods-Producing,Mining and Logging,2.2
4/30/2012,Apr,2012,Goods-Producing,Construction,66
4/30/2012,Apr,2012,Government,Local Government,170.3
4/30/2012,Apr,2012,Government,Federal Government,17.7
4/30/2012,Apr,2012,Government,State Government,65.8
4/30/2012,Apr,2012,Service-Providing,Retail Trade,174.8
4/30/2012,Apr,2012,Service-Providing,Professional and Business Services,129.6
4/30/2012,Apr,2012,Service-Providing,Education and Health Services,220.6
4/30/2012,Apr,2012,Service-Providing,Information,27
4/30/2012,Apr,2012,Service-Providing,Wholesale Trade,68.9
4/30/2012,Apr,2012,Service-Providing,Other Services,57.7
4/30/2012,Apr,2012,Service-Providing,Leisure and Hospitality,134.1
4/30/2012,Apr,2012,Service-Providing,Transportation and Utilities,62.5
4/30/2012,Apr,2012,Service-Providing,Financial Activities,101.4
5/31/2012,May,2012,Goods-Producing,Construction,65.2
5/31/2012,May,2012,Goods-Producing,Mining and Logging,2.3
5/31/2012,May,2012,Goods-Producing,Manufacturing,210.6
5/31/2012,May,2012,Government,Local Government,170.7
5/31/2012,May,2012,Government,State Government,65.6
5/31/2012,May,2012,Government,Federal Government,17.6
5/31/2012,May,2012,Service-Providing,Transportation and Utilities,62.6
5/31/2012,May,2012,Service-Providing,Retail Trade,175
5/31/2012,May,2012,Service-Providing,Information,26.9
5/31/2012,May,2012,Service-Providing,Financial Activities,101.5
5/31/2012,May,2012,Service-Providing,Other Services,57.8
5/31/2012,May,2012,Service-Providing,Professional and Business Services,129.8
5/31/2012,May,2012,Service-Providing,Education and Health Services,220
5/31/2012,May,2012,Service-Providing,Wholesale Trade,68.6
5/31/2012,May,2012,Service-Providing,Leisure and Hospitality,133.8
6/30/2012,Jun,2012,Goods-Producing,Manufacturing,211
6/30/2012,Jun,2012,Goods-Producing,Mining and Logging,2.2
6/30/2012,Jun,2012,Goods-Producing,Construction,64.7
6/30/2012,Jun,2012,Government,State Government,65.5
6/30/2012,Jun,2012,Government,Local Government,169.1
6/30/2012,Jun,2012,Government,Federal Government,17.6
6/30/2012,Jun,2012,Service-Providing,Transportation and Utilities,62.8
6/30/2012,Jun,2012,Service-Providing,Information,26.9
6/30/2012,Jun,2012,Service-Providing,Wholesale Trade,68.7
6/30/2012,Jun,2012,Service-Providing,Financial Activities,101.7
6/30/2012,Jun,2012,Service-Providing,Leisure and Hospitality,134
6/30/2012,Jun,2012,Service-Providing,Other Services,57.7
6/30/2012,Jun,2012,Service-Providing,Professional and Business Services,130
6/30/2012,Jun,2012,Service-Providing,Education and Health Services,219.8
6/30/2012,Jun,2012,Service-Providing,Retail Trade,175
7/31/2012,Jul,2012,Goods-Producing,Construction,64.3
7/31/2012,Jul,2012,Goods-Producing,Mining and Logging,2.2
7/31/2012,Jul,2012,Goods-Producing,Manufacturing,211.5
7/31/2012,Jul,2012,Government,State Government,65
7/31/2012,Jul,2012,Government,Federal Government,17.6
7/31/2012,Jul,2012,Government,Local Government,170.4
7/31/2012,Jul,2012,Service-Providing,Leisure and Hospitality,135.3
7/31/2012,Jul,2012,Service-Providing,Other Services,57.7
7/31/2012,Jul,2012,Service-Providing,Transportation and Utilities,63.1
7/31/2012,Jul,2012,Service-Providing,Information,26.8
7/31/2012,Jul,2012,Service-Providing,Wholesale Trade,68.6
7/31/2012,Jul,2012,Service-Providing,Professional and Business Services,130.8
7/31/2012,Jul,2012,Service-Providing,Financial Activities,101.8
7/31/2012,Jul,2012,Service-Providing,Education and Health Services,218.6
7/31/2012,Jul,2012,Service-Providing,Retail Trade,175.3
8/31/2012,Aug,2012,Goods-Producing,Mining and Logging,2.2
8/31/2012,Aug,2012,Goods-Producing,Manufacturing,211.3
8/31/2012,Aug,2012,Goods-Producing,Construction,64
8/31/2012,Aug,2012,Government,Local Government,174.3
8/31/2012,Aug,2012,Government,Federal Government,17.5
8/31/2012,Aug,2012,Government,State Government,65.7
8/31/2012,Aug,2012,Service-Providing,Information,26.7
8/31/2012,Aug,2012,Service-Providing,Other Services,57.9
8/31/2012,Aug,2012,Service-Providing,Transportation and Utilities,63.2
8/31/2012,Aug,2012,Service-Providing,Education and Health Services,219.5
8/31/2012,Aug,2012,Service-Providing,Financial Activities,101.8
8/31/2012,Aug,2012,Service-Providing,Professional and Business Services,130.2
8/31/2012,Aug,2012,Service-Providing,Retail Trade,175.6
8/31/2012,Aug,2012,Service-Providing,Wholesale Trade,68.6
8/31/2012,Aug,2012,Service-Providing,Leisure and Hospitality,134.6
9/30/2012,Sep,2012,Goods-Producing,Construction,64.1
9/30/2012,Sep,2012,Goods-Producing,Mining and Logging,2.2
9/30/2012,Sep,2012,Goods-Producing,Manufacturing,211.2
9/30/2012,Sep,2012,Government,State Government,66.4
9/30/2012,Sep,2012,Government,Federal Government,17.5
9/30/2012,Sep,2012,Government,Local Government,169.2
9/30/2012,Sep,2012,Service-Providing,Leisure and Hospitality,134.6
9/30/2012,Sep,2012,Service-Providing,Financial Activities,102.1
9/30/2012,Sep,2012,Service-Providing,Wholesale Trade,69.2
9/30/2012,Sep,2012,Service-Providing,Information,26.6
9/30/2012,Sep,2012,Service-Providing,Retail Trade,175.8
9/30/2012,Sep,2012,Service-Providing,Professional and Business Services,130.9
9/30/2012,Sep,2012,Service-Providing,Other Services,57.8
9/30/2012,Sep,2012,Service-Providing,Education and Health Services,218.6
9/30/2012,Sep,2012,Service-Providing,Transportation and Utilities,63.3
10/31/2012,Oct,2012,Goods-Producing,Manufacturing,211.9
10/31/2012,Oct,2012,Goods-Producing,Mining and Logging,2.2
10/31/2012,Oct,2012,Goods-Producing,Construction,64.4
10/31/2012,Oct,2012,Government,Local Government,169.9
10/31/2012,Oct,2012,Government,State Government,65.7
10/31/2012,Oct,2012,Government,Federal Government,17.6
10/31/2012,Oct,2012,Service-Providing,Financial Activities,102.3
10/31/2012,Oct,2012,Service-Providing,Wholesale Trade,68.6
10/31/2012,Oct,2012,Service-Providing,Education and Health Services,220.7
10/31/2012,Oct,2012,Service-Providing,Transportation and Utilities,63.3
10/31/2012,Oct,2012,Service-Providing,Other Services,58
10/31/2012,Oct,2012,Service-Providing,Leisure and Hospitality,134.7
10/31/2012,Oct,2012,Service-Providing,Information,26.8
10/31/2012,Oct,2012,Service-Providing,Retail Trade,176.2
10/31/2012,Oct,2012,Service-Providing,Professional and Business Services,130.5
11/30/2012,Nov,2012,Goods-Producing,Mining and Logging,2.2
11/30/2012,Nov,2012,Goods-Producing,Manufacturing,212.2
11/30/2012,Nov,2012,Goods-Producing,Construction,63.6
11/30/2012,Nov,2012,Government,State Government,65.8
11/30/2012,Nov,2012,Government,Federal Government,17.5
11/30/2012,Nov,2012,Government,Local Government,170
11/30/2012,Nov,2012,Service-Providing,Financial Activities,102.3
11/30/2012,Nov,2012,Service-Providing,Retail Trade,177.3
11/30/2012,Nov,2012,Service-Providing,Other Services,58.2
11/30/2012,Nov,2012,Service-Providing,Professional and Business Services,129.9
11/30/2012,Nov,2012,Service-Providing,Education and Health Services,221.4
11/30/2012,Nov,2012,Service-Providing,Leisure and Hospitality,134.9
11/30/2012,Nov,2012,Service-Providing,Wholesale Trade,68.5
11/30/2012,Nov,2012,Service-Providing,Transportation and Utilities,63.3
11/30/2012,Nov,2012,Service-Providing,Information,26.8
12/31/2012,Dec,2012,Goods-Producing,Construction,65.6
12/31/2012,Dec,2012,Goods-Producing,Mining and Logging,2.2
12/31/2012,Dec,2012,Goods-Producing,Manufacturing,212.1
12/31/2012,Dec,2012,Government,State Government,65.8
12/31/2012,Dec,2012,Government,Federal Government,17.7
12/31/2012,Dec,2012,Government,Local Government,170
12/31/2012,Dec,2012,Service-Providing,Retail Trade,177.2
12/31/2012,Dec,2012,Service-Providing,Professional and Business Services,129.8
12/31/2012,Dec,2012,Service-Providing,Education and Health Services,221
12/31/2012,Dec,2012,Service-Providing,Transportation and Utilities,63.6
12/31/2012,Dec,2012,Service-Providing,Other Services,57.8
12/31/2012,Dec,2012,Service-Providing,Information,26.5
12/31/2012,Dec,2012,Service-Providing,Wholesale Trade,68.5
12/31/2012,Dec,2012,Service-Providing,Financial Activities,102.5
12/31/2012,Dec,2012,Service-Providing,Leisure and Hospitality,135.2
1/31/2013,Jan,2013,Goods-Producing,Manufacturing,212.9
1/31/2013,Jan,2013,Goods-Producing,Construction,66.2
1/31/2013,Jan,2013,Goods-Producing,Mining and Logging,2.2
1/31/2013,Jan,2013,Government,State Government,64.3
1/31/2013,Jan,2013,Government,Federal Government,17.4
1/31/2013,Jan,2013,Government,Local Government,170.4
1/31/2013,Jan,2013,Service-Providing,Transportation and Utilities,63.7
1/31/2013,Jan,2013,Service-Providing,Information,26.3
1/31/2013,Jan,2013,Service-Providing,Financial Activities,103
1/31/2013,Jan,2013,Service-Providing,Professional and Business Services,130.5
1/31/2013,Jan,2013,Service-Providing,Other Services,57.8
1/31/2013,Jan,2013,Service-Providing,Education and Health Services,221.8
1/31/2013,Jan,2013,Service-Providing,Retail Trade,176.6
1/31/2013,Jan,2013,Service-Providing,Wholesale Trade,68.6
1/31/2013,Jan,2013,Service-Providing,Leisure and Hospitality,135.4
2/28/2013,Feb,2013,Goods-Producing,Construction,66.6
2/28/2013,Feb,2013,Goods-Producing,Manufacturing,213.7
2/28/2013,Feb,2013,Goods-Producing,Mining and Logging,2.2
2/28/2013,Feb,2013,Government,State Government,65.7
2/28/2013,Feb,2013,Government,Federal Government,17.5
2/28/2013,Feb,2013,Government,Local Government,170.6
2/28/2013,Feb,2013,Service-Providing,Information,26.4
2/28/2013,Feb,2013,Service-Providing,Leisure and Hospitality,135.8
2/28/2013,Feb,2013,Service-Providing,Transportation and Utilities,64
2/28/2013,Feb,2013,Service-Providing,Financial Activities,103.1
2/28/2013,Feb,2013,Service-Providing,Retail Trade,176.7
2/28/2013,Feb,2013,Service-Providing,Professional and Business Services,130.9
2/28/2013,Feb,2013,Service-Providing,Education and Health Services,221.5
2/28/2013,Feb,2013,Service-Providing,Wholesale Trade,68.9
2/28/2013,Feb,2013,Service-Providing,Other Services,57.9
3/31/2013,Mar,2013,Goods-Producing,Construction,65.3
3/31/2013,Mar,2013,Goods-Producing,Manufacturing,213.6
3/31/2013,Mar,2013,Goods-Producing,Mining and Logging,2.3
3/31/2013,Mar,2013,Government,Local Government,170.3
3/31/2013,Mar,2013,Government,Federal Government,17.4
3/31/2013,Mar,2013,Government,State Government,65.9
3/31/2013,Mar,2013,Service-Providing,Information,26.4
3/31/2013,Mar,2013,Service-Providing,Professional and Business Services,131
3/31/2013,Mar,2013,Service-Providing,Other Services,57.7
3/31/2013,Mar,2013,Service-Providing,Leisure and Hospitality,135.8
3/31/2013,Mar,2013,Service-Providing,Financial Activities,103.1
3/31/2013,Mar,2013,Service-Providing,Education and Health Services,221
3/31/2013,Mar,2013,Service-Providing,Retail Trade,177.2
3/31/2013,Mar,2013,Service-Providing,Transportation and Utilities,64
3/31/2013,Mar,2013,Service-Providing,Wholesale Trade,68.9
4/30/2013,Apr,2013,Goods-Producing,Manufacturing,213.7
4/30/2013,Apr,2013,Goods-Producing,Construction,65.2
4/30/2013,Apr,2013,Goods-Producing,Mining and Logging,2.1
4/30/2013,Apr,2013,Government,State Government,65.7
4/30/2013,Apr,2013,Government,Local Government,170.1
4/30/2013,Apr,2013,Government,Federal Government,17.4
4/30/2013,Apr,2013,Service-Providing,Financial Activities,103.4
4/30/2013,Apr,2013,Service-Providing,Transportation and Utilities,63.6
4/30/2013,Apr,2013,Service-Providing,Retail Trade,177.3
4/30/2013,Apr,2013,Service-Providing,Professional and Business Services,131
4/30/2013,Apr,2013,Service-Providing,Other Services,57.7
4/30/2013,Apr,2013,Service-Providing,Leisure and Hospitality,135.7
4/30/2013,Apr,2013,Service-Providing,Information,26.2
4/30/2013,Apr,2013,Service-Providing,Wholesale Trade,68.8
4/30/2013,Apr,2013,Service-Providing,Education and Health Services,220.9
5/31/2013,May,2013,Goods-Producing,Construction,66.6
5/31/2013,May,2013,Goods-Producing,Mining and Logging,2.3
5/31/2013,May,2013,Goods-Producing,Manufacturing,213.8
5/31/2013,May,2013,Government,Federal Government,17.3
5/31/2013,May,2013,Government,State Government,66.3
5/31/2013,May,2013,Government,Local Government,170.5
5/31/2013,May,2013,Service-Providing,Information,26.2
5/31/2013,May,2013,Service-Providing,Retail Trade,177.5
5/31/2013,May,2013,Service-Providing,Financial Activities,103.7
5/31/2013,May,2013,Service-Providing,Professional and Business Services,131.6
5/31/2013,May,2013,Service-Providing,Education and Health Services,221.6
5/31/2013,May,2013,Service-Providing,Transportation and Utilities,63.9
5/31/2013,May,2013,Service-Providing,Other Services,57.8
5/31/2013,May,2013,Service-Providing,Wholesale Trade,69.1
